hash|title|summary
2def73a25cfe3fee65b22173676c92a3|58.211.179.124 Unknown FTP connection|IP address located at China Telecom on Jiangsu, right now is not listed as RBL or part of a Tor service. However the FTP service through HTTP showed more than 5K connections to the server in a single day.\n253 Kb transmitted to the server.\nOne of the Threat Intelligence Services displays the IP Address as suspicious.
