p_date	p_time	clientip	host	webcat	respcode	reqmethod	useragent	resconttype	referer	uriport	serverip	scbytes	csbytes	fulluri
2016-07-07	12:35:37	10.254.78.83	a.adroll.com	Web Ads/Analytics	OK	GET	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	text/javascript	http://tpc.googlesyndication.com/safeframe/1-0-2/html/container.html	80	10.7.210.157	1824	456	a.adroll.com/r/N34ZPOW5TRGMJKDEFHM2G4/UAZEVLFYKZGQPMOT77ULX3/a728509c8eb69c3312ff2faf63204142.js
2016-07-07	12:56:20	10.254.78.83	a.adroll.com	Web Ads/Analytics	Not Modified	GET	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36	-	http://tpc.googlesyndication.com/safeframe/1-0-2/html/container.html	80	10.7.210.157	286	557	a.adroll.com/r/N34ZPOW5TRGMJKDEFHM2G4/UAZEVLFYKZGQPMOT77ULX3/a728509c8eb69c3312ff2faf63204142.js
